ID	MAC					SPOT(TRUE)	RSS	    LOCATION		DATE
1	58:10:8c:28:3a:d4 	 	1		-91		room304		2018-05-28 17:53:10
2	30:b5:c2:b4:f3:3b	 	1		-87		room304		2018-05-28 17:53:10
3	72:81:05:be:b4:ed	 	1		-91		room304		2018-05-28 17:53:10
4	e8:de:27:f7:8f:26	 	1		-90		room304		2018-05-28 17:53:10
5	70:81:05:be:b4:ab	 	1		-89		room304		2018-05-28 17:53:10
6	cc:ef:48:87:21:67	 	1		-87		room304		2018-05-28 17:53:10
7	84:16:f9:11:b2:11	 	1		-55		room304		2018-05-28 17:53:10
8	70:4f:57:41:10:e2	 	1		-84		room304		2018-05-28 17:53:10
9	cc:ef:48:87:22:01	 	1		-88		room304		2018-05-28 17:53:10
10	70:81:05:be:b4:63	 	1		-85		room304		2018-05-28 17:53:10
11	70:81:05:be:b5:57	 	1		-58		room304		2018-05-28 17:53:10
12	90:f6:52:de:a6:6a	 	1		-50		room304		2018-05-28 17:53:10
13	18:9c:5d:8e:d0:af	 	1		-80		room304		2018-05-28 17:53:14
14	18:9c:5d:8e:d0:a0	 	1		-74		room304		2018-05-28 17:53:14
15	cc:ef:48:87:1f:79	 	1		-91		room304		2018-05-28 17:53:14
16	58:10:8c:28:3a:d4	 	1		-91		room304		2018-05-28 17:53:14
17	72:81:05:be:b4:ed	 	1		-89		room304		2018-05-28 17:53:14
18	e8:de:27:f7:8f:26	 	1		-90		room304		2018-05-28 17:53:14
19	70:81:05:be:b4:ab	 	1		-90		room304		2018-05-28 17:53:14
20	cc:ef:48:87:21:67	 	1		-86		room304		2018-05-28 17:53:14
21	84:16:f9:11:b2:11	 	1		-55		room304		2018-05-28 17:53:14
22	70:4f:57:41:10:e2	 	1		-84		room304		2018-05-28 17:53:14
23	cc:ef:48:87:22:01	 	1		-88		room304		2018-05-28 17:53:14
24	70:81:05:be:b4:63	 	1		-84		room304		2018-05-28 17:53:14
25	70:81:05:be:b5:57	 	1		-59		room304		2018-05-28 17:53:14
26	90:f6:52:de:a6:6a	 	1		-47		room304		2018-05-28 17:53:14
27	18:9c:5d:8e:d0:af	 	1		-80		room304		2018-05-28 17:53:18
28	18:9c:5d:8e:d0:a0	 	1		-74		room304		2018-05-28 17:53:18
29	cc:ef:48:87:1f:79	 	1		-91		room304		2018-05-28 17:53:18
30	72:81:05:be:b4:ed	 	1		-90		room304		2018-05-28 17:53:18
31	e8:de:27:f7:8f:26	 	1		-91		room304		2018-05-28 17:53:18
32	70:81:05:be:b4:ab	 	1		-90		room304		2018-05-28 17:53:18
33	cc:ef:48:87:21:67	 	1		-86		room304		2018-05-28 17:53:18
34	84:16:f9:11:b2:11	 	1		-55		room304		2018-05-28 17:53:18
35	70:4f:57:41:10:e2	 	1		-87		room304		2018-05-28 17:53:18
36	cc:ef:48:87:22:01	 	1		-89		room304		2018-05-28 17:53:18
37	70:81:05:be:b4:63	 	1		-84		room304		2018-05-28 17:53:18
38	70:81:05:be:b5:57	 	1		-60		room304		2018-05-28 17:53:18
39	90:f6:52:de:a6:6a	 	1		-50		room304		2018-05-28 17:53:18
40	72:81:05:be:b4:ed	 	1		-90		room304		2018-05-28 17:53:23
41	e8:de:27:f7:8f:26	 	1		-89		room304		2018-05-28 17:53:23
42	70:81:05:be:b4:ab	 	1		-90		room304		2018-05-28 17:53:23
43	cc:ef:48:87:21:67	 	1		-86		room304		2018-05-28 17:53:23
44	84:16:f9:11:b2:11	 	1		-54		room304		2018-05-28 17:53:23
45	70:4f:57:41:10:e2	 	1		-86		room304		2018-05-28 17:53:23
46	cc:ef:48:87:22:01	 	1		-90		room304		2018-05-28 17:53:23
